,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
35,Dear White People,2014,R,04 Dec 2014,108 min,"Comedy, Drama, Romance",Justin Simien,Justin Simien (screenplay),"Tyler James Williams, Tessa Thompson, Kyle Gallner, Teyonah Parris",The lives of four black students at an Ivy League college.,English,USA,14 wins & 26 nominations.,https://m.media-amazon.com/images/M/MV5BMjMzMjc5MjIzNV5BMl5BanBnXkFtZTgwNTY4OTQ2MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,6.1,"23,074",tt2235108,movie,03 Feb 2015,N/A,Roadside Attractions,http://dearwhitepeoplemovie.com,True
36,Difret,2014,UNRATED,23 Oct 2015,99 min,"Biography, Crime, Drama, History",Zeresenay Mehari,Zeresenay Mehari (screenplay),"Meron Getnet, Tizita Hagere, Abel Abebe, Shitaye Abraha","A young lawyer travels to an Ethiopian village to represent Hirut, a 14-year-old girl who shot her would-be husband as he and others were practicing one of the nation's oldest traditions: abduction into marriage.",Amharic,"Ethiopia, USA",4 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMTYxNzQ0OTU2MV5BMl5BanBnXkFtZTgwMTg5MzI4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.8,"1,092",tt2611390,movie,N/A,N/A,Truth Aid,http://www.difret.com,True
37,Drunktown's Finest,2014,UNRATED,20 Feb 2015,95 min,Drama,Sydney Freeland,Sydney Freeland (screenwriter),"Jeremiah Bitsui, Carmen Moore, MorningStar Angeline, Tailinh Agoyo","Three young Native Americans - an adopted Christian girl, a rebellious father-to-be, and a promiscuous transsexual - strive to escape the hardships of life on an Indian reservation.",English,USA,9 wins & 6 nominations.,https://ia.media-imdb.com/images/M/MV5BMjAwMTA2MTUyOF5BMl5BanBnXkFtZTgwODUyMjQ0MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.9,180,tt3091286,movie,N/A,N/A,Indion Entertainment,http://www.drunktownsfinest.com/,True
38,God Help the Girl,2014,Unrated,05 Sep 2014,112 min,"Drama, Musical, Romance",Stuart Murdoch,Stuart Murdoch (screenplay),"Emily Browning, Olly Alexander, Hannah Murray, Pierre Boulanger","As Eve begins writing songs as a way to sort through some emotional problems, she meets James and Cassie, two musicians each at crossroads of their own.",English,UK,3 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTg0MDYwNjg2NF5BMl5BanBnXkFtZTgwMTE1NzMyMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.4,"7,930",tt2141751,movie,14 Apr 2015,N/A,Amplify,http://www.godhelpthegirl.com/,True
39,I Origins,2014,R,19 Sep 2014,106 min,"Drama, Romance, Sci-Fi",Mike Cahill,Mike Cahill,"Michael Pitt, Steven Yeun, Astrid Bergès-Frisbey, Brit Marling",A molecular biologist and his laboratory partner uncover evidence that may fundamentally change society as we know it.,"English, Hindi",USA,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ0MTAwMDI1OF5BMl5BanBnXkFtZTgwNjUwMTA2MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.4,"102,891",tt2884206,movie,09 Dec 2014,N/A,Fox Searchlight,http://www.foxsearchlight.com/iorigins/,True
40,Love Is Strange,2014,R,18 Dec 2014,94 min,"Drama, Romance",Ira Sachs,"Ira Sachs, Mauricio Zacharias","Alfred Molina, John Lithgow, Darren E. Burrows, Charlie Tahan","After Ben and George get married, George is fired from his teaching post, forcing them to stay with friends separately while they sell their place and look for cheaper housing -- a situation that weighs heavily on all involved.","English, Russian","USA, Greece, Brazil",2 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BMTk5MTkxOTI1N15BMl5BanBnXkFtZTgwNzAwNDA4MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,6.7,"11,360",tt2639344,movie,13 Jan 2015,"$1,932,818",Sony Pictures Classics,http://loveisstrangemovie.com/,True
41,Wish I Was Here,2014,R,25 Jul 2014,106 min,"Comedy, Drama",Zach Braff,"Adam J. Braff, Zach Braff","Zach Braff, Pierce Gagnon, Kate Hudson, Joey King","A struggling actor, father and husband finds himself at a major crossroads, which forces him to examine his life, his family and his career.",English,USA,6 nominations.,https://m.media-amazon.com/images/M/MV5BMjI1MTM5NTY2Nl5BMl5BanBnXkFtZTgwODE4OTk4MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.7,"34,553",tt2870708,movie,28 Oct 2014,N/A,Focus Features,http://www.wishiwasheremovie.com/,True
42,Young Ones,2014,R,17 Oct 2014,100 min,"Action, Drama, Romance, Sci-Fi, Western",Jake Paltrow,Jake Paltrow,"Michael Shannon, Nicholas Hoult, Elle Fanning, Kodi Smit-McPhee","Set in the future when water is hard to find, a teenage boy sets out to protect his family and survive.",English,"South Africa, Ireland, USA",2 wins.,https://m.media-amazon.com/images/M/MV5BNTk1NjE5MTc0NV5BMl5BanBnXkFtZTgwODc1MzE1MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,5.9,"8,522",tt2693664,movie,13 Jan 2015,N/A,Screen Media Ventures,http://www.screenmedia.net/project/young-ones/,True
43,Boyhood,2014,R,15 Aug 2014,165 min,Drama,Richard Linklater,Richard Linklater,"Ellar Coltrane, Patricia Arquette, Elijah Smith, Lorelei Linklater","The life of Mason, from early childhood to his arrival at college.","English, Spanish",USA,Won 1 Oscar. Another 171 wins & 209 nominations.,https://m.media-amazon.com/images/M/MV5BMTYzNDc2MDc0N15BMl5BanBnXkFtZTgwOTcwMDQ5MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '100/100'}]",100,7.9,"312,604",tt1065073,movie,06 Jan 2015,"$18,859,617",IFC Films,http://www.ifcfilms.com/films/boyhood,True
44,Calvary,2014,R,11 Apr 2014,102 min,Drama,John Michael McDonagh,John Michael McDonagh,"Brendan Gleeson, Chris O'Dowd, Kelly Reilly, Aidan Gillen","After he is threatened during a confession, a good-natured priest must battle the dark forces closing in around him.",English,"Ireland, UK",9 wins & 27 nominations.,https://m.media-amazon.com/images/M/MV5BMTc3MjQ1MjE2M15BMl5BanBnXkFtZTgwNTMzNjE4MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.4,"51,657",tt2234003,movie,09 Dec 2014,"$5,030,432",Fox Searchlight,http://www.calvary-movie.com/,True
45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
46,A Most Wanted Man,2014,R,01 Aug 2014,122 min,"Crime, Drama, Thriller",Anton Corbijn,"Andrew Bovell (screenplay), John le Carré (novel), Stephen Cornwell (additional writing)","Grigoriy Dobrygin, Philip Seymour Hoffman, Homayoun Ershadi, Mehdi Dehbi","A Chechen Muslim illegally immigrates to Hamburg, where he gets caught in the international war on terror.","English, Turkish","UK, USA, Germany",2 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BODY2MTA0MjYzMl5BMl5BanBnXkFtZTgwOTE3NzE4MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.8,"66,930",tt1972571,movie,04 Nov 2014,"$14,037,964",Lionsgate/Roadside Attractions,http://amostwantedmanmovie.com/,True
47,"20,000 Days on Earth",2014,Not Rated,18 Nov 2014,97 min,"Documentary, Drama, Music","Iain Forsyth, Jane Pollard","Nick Cave, Iain Forsyth, Jane Pollard","Nick Cave, Susie Bick, Darian Leader, Warren Ellis","Writer and musician Nick Cave marks his 20,000th day on the planet Earth.",English,UK,Nominated for 1 BAFTA Film Award. Another 8 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BMTQzOTI2NjkxM15BMl5BanBnXkFtZTgwNjg4MDgyMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.5,"9,998",tt2920540,movie,18 Nov 2014,N/A,Drafthouse Films,http://www.20000daysonearth.com/,True
48,The Signal,2014,PG-13,10 Jul 2014,97 min,"Sci-Fi, Thriller",William Eubank,"Carlyle Eubank, William Eubank, David Frigerio","Patrick Davidson, Brenton Thwaites, Olivia Cooke, Beau Knapp","On a road trip, Nic and two friends are drawn to an isolated area by a computer genius. When everything suddenly goes dark, Nic regains consciousness - only to find himself in a waking nightmare.",English,USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTA2MDc5MDQ2MTVeQTJeQWpwZ15BbWU4MDY4Njc3NDEx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.1,"57,853",tt2910814,movie,23 Sep 2014,"$402,321",Focus Features,http://ruagitated.com/,True
49,The Trip to Italy,2014,NOT RATED,25 Apr 2014,108 min,"Comedy, Drama",Michael Winterbottom,Michael Winterbottom,"Steve Coogan, Rob Brydon, Rosie Fellner, Claire Keelan","Two men, six meals in six different places on a road trip around Italy. Liguria, Tuscany, Rome, Amalfi and ending in Capri.",English,UK,1 nomination.,https://m.media-amazon.com/images/M/MV5BNTAxMDQzNzA3Nl5BMl5BanBnXkFtZTgwNzU4MDk4MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.6,"13,414",tt2967006,movie,23 Dec 2014,N/A,IFC Films,http://www.ifcfilms.com/films/the-trip-to-italy,True
50,The One I Love,2014,R,08 Aug 2014,91 min,"Drama, Fantasy, Mystery, Romance, Sci-Fi, Thriller",Charlie McDowell,Justin Lader,"Mark Duplass, Elisabeth Moss, Ted Danson, Kiana Cason","A troubled couple vacate to a beautiful getaway, but bizarre circumstances further complicate their situation.",English,USA,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTgzODMyMjcyOV5BMl5BanBnXkFtZTgwMTAyMjMyMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.1,"30,380",tt2756032,movie,03 Nov 2014,"$511,635",Radius-TWC,https://www.facebook.com/theoneilovefilm,True
51,The Raid 2,2014,R,11 Apr 2014,150 min,"Action, Crime, Thriller",Gareth Evans,Gareth Evans,"Iko Uwais, Arifin Putra, Tio Pakusadewo, Oka Antara","Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.","Indonesian, Japanese, English","Indonesia, USA",4 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMTg5MTE2NjA4OV5BMl5BanBnXkFtZTgwMTUyMjczMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,8.0,"102,982",tt2265171,movie,08 Jul 2014,"$2,372,192",Sony Pictures Classics,http://www.sonyclassics.com/theraid2/,True
52,24 Exposures,2013,UNRATED,24 Jan 2014,77 min,"Crime, Drama, Thriller",Joe Swanberg,Joe Swanberg,"Adam Wingard, Simon Barrett, Caroline White, Sophia Takal",In this sexy thriller a photographer who specializes in erotic photo shoots is suspected of murder when one of his models is found dead. Starring the creators of 'You're Next.',English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTc2ODU2ODkyOF5BMl5BanBnXkFtZTgwMjk1MDM4MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,4.1,478,tt2082156,movie,26 May 2014,N/A,IFC Midnight,http://www.ifcfilms.com/films/24-exposures,True
53,Gimme Shelter,1970,R,13 Dec 1970,91 min,"Documentary, Music, Thriller","Albert Maysles, David Maysles, Charlotte Zwerin",N/A,"The Rolling Stones, Mick Jagger, Charlie Watts, Keith Richards","A harrowing documentary of the Stones' 1969 tour, with much of the focus on the tragic concert at Altamont.",English,USA,3 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMDQ0OTMyZGItNzA4Ni00MTdiLTg5OTEtMDMwMGNmYjY5MTBmXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.9,"9,574",tt0065780,movie,10 Aug 2000,N/A,Roadside Attractions,N/A,True
54,Gloria,2013,R,09 May 2013,110 min,"Comedy, Drama, Romance",Sebastián Lelio,"Sebastián Lelio (screenplay), Gonzalo Maza (screenplay)","Paulina García, Sergio Hernández, Diego Fontecilla, Fabiola Zamora","A story set in Santiago and centered on Gloria, a free-spirited older woman, and the realities of her whirlwind relationship with a former naval officer whom she meets out in the clubs.","Spanish, English","Chile, Spain",19 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BMzI1NjgxNDM3N15BMl5BanBnXkFtZTgwMTI4MDI1MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,6.7,"7,404",tt2425486,movie,28 Apr 2014,"$1,587,655",Roadside Attractions,http://gloriamovie.com/,True
55,"I, Frankenstein",2014,PG-13,24 Jan 2014,92 min,"Action, Fantasy, Horror, Sci-Fi, Thriller",Stuart Beattie,"Stuart Beattie (screenplay), Kevin Grevioux (screen story), Stuart Beattie (screen story), Kevin Grevioux (Darkstorm Studios graphic novel), Mary Shelley (characters)","Aaron Eckhart, Yvonne Strahovski, Miranda Otto, Bill Nighy","Frankenstein's creature finds himself caught in an all-out, centuries old war between two immortal clans.",English,"USA, Australia",1 nomination.,https://m.media-amazon.com/images/M/MV5BMjM3Mzk2MDU3N15BMl5BanBnXkFtZTgwMzg1NTI4MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,5.1,"74,216",tt1418377,movie,13 May 2014,"$15,687,400",Lionsgate Films,http://www.ifrankensteinfilm.com,True
56,Jai Ho,2014,NOT RATED,24 Jan 2014,135 min,"Action, Drama",Sohail Khan,"A.R. Murugadoss (story), Dilip Shukla (screenplay and dialogue)","Salman Khan, Tabu, Nadira Babbar, Danny Denzongpa","An ex-army officer initiates a unique idea of propagating social responsibility among ordinary people and in doing so, crosses paths with a powerful political family.","Hindi, Indian Sign Language",India,5 nominations.,https://ia.media-imdb.com/images/M/MV5BMTM5MTg1MjQxMl5BMl5BanBnXkFtZTgwMjM5MDk3MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}]",N/A,5.3,"14,191",tt1188982,movie,N/A,"$1,187,266",Eros Entertainment,http://www.facebook.com/JaiHoOnline,True
57,Run & Jump,2013,UNRATED,24 Jan 2014,106 min,Drama,Steph Green,"Steph Green, Ailbhe Keogan","Ciara Gallagher, Maxine Peake, Edward MacLiam, Will Forte","An American doctor travels to Ireland to study the Casey family after 38-year-old Conor suffers a stroke which changes his personality, leaving dynamo wife and mother Vanetia to run the show.",English,"Ireland, Germany",3 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMTQzNDk1NDY1M15BMl5BanBnXkFtZTgwNzA5OTIyMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,6.3,"1,184",tt2343158,movie,27 May 2014,"$6,280",IFC Films,http://www.ifcfilms.com,True
58,The Idolmaster Movie: Beyond the Brilliant Future!,2014,N/A,25 Jan 2014,121 min,Comedy,Atsushi Nishigori,"Atsushi Nishigori (screenplay), Tatsuya Takahashi (screenplay)","Kenji Akabane, Sora Amamiya, Azumi Asakura, Yumi Hara",N/A,Japanese,Japan,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BYzYyNmEzMDktMzMxYy00ZjExLWI5MmEtOWI3YWU0MzhhMjZjXkEyXkFqcGdeQXVyNjc0ODMyMDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,55,tt3306854,movie,N/A,N/A,N/A,N/A,True
59,The Monkey King,2014,Not Rated,08 Feb 2016,90 min,"Action, Adventure, Family",Soi Cheang,"Tai-lee Chan, Kam-Yuen Szeto, Edmond Wong","Donnie Yen, Yun-Fat Chow, Aaron Kwok, Yitian Hai",A monkey born from heavenly stone acquires supernatural powers and must battle the armies of both gods and demons to find his place in the heavens.,Mandarin,"China, Hong Kong",1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMjA0NTE5OTczNl5BMl5BanBnXkFtZTgwNDAxNTc3NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",N/A,4.9,"4,294",tt1717715,movie,N/A,N/A,20th Century Fox Pictures International,http://themonkeykingmovie.com/site/,True
60,Non-Stop,2014,PG-13,28 Feb 2014,106 min,"Action, Mystery, Thriller",Jaume Collet-Serra,"John W. Richardson (screenplay), Christopher Roach (screenplay), Ryan Engle (screenplay), John W. Richardson (story), Christopher Roach (story)","Liam Neeson, Julianne Moore, Scoot McNairy, Michelle Dockery","An air marshal springs into action during a transatlantic flight after receiving a series of text messages demanding $150 million into an off-shore account, or someone will die every 20 minutes.","English, German","UK, France, USA, Canada",1 nomination.,https://m.media-amazon.com/images/M/MV5BOTI3NzcxMjkzMl5BMl5BanBnXkFtZTgwMDY0NTQ0MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,7.0,"231,678",tt2024469,movie,10 Jun 2014,"$80,432,029",Universal Pictures,http://www.nonstopthefilm.com/,True
61,That Awkward Moment,2014,R,31 Jan 2014,94 min,"Comedy, Romance",Tom Gormican,Tom Gormican,"Zac Efron, Miles Teller, Michael B. Jordan, Imogen Poots","Three best friends find themselves where we've all been - at that confusing moment in every dating relationship when you have to decide ""So...where is this going?""",English,USA,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMjExODEyMjMwNV5BMl5BanBnXkFtZTgwMTAyODM1MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,6.2,"90,826",tt1800246,movie,13 May 2014,"$23,264,422",Focus Features,http://justgethorizontal.com/,True
62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
63,RoboCop,1987,R,17 Jul 1987,102 min,"Action, Crime, Sci-Fi, Thriller",Paul Verhoeven,"Edward Neumeier, Michael Miner","Peter Weller, Nancy Allen, Dan O'Herlihy, Ronny Cox","In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories.",English,USA,Nominated for 2 Oscars. Another 11 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BZWVlYzU2ZjQtZmNkMi00OTc3LTkwZmYtZDVjNmY4OWFmZGJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.6,"211,183",tt0093870,movie,02 Oct 2001,N/A,Orion Pictures Corporation,https://www.facebook.com/RobocopMovie,True
